book_page,year,site,nestID,uniqueID,plot,species,finder,nwstake,old_lat,lat_corrected,old_long,long_corrected,notes_GPS_change,use_GPS,how_fnd,plotLmt,fence,unk1_band,unk1_original_band,unk1_captured,unk1_UL,unk1_LL,unk1_UR,unk1_LR,unk1_gfe,unk2_band,unk2_original_band,unk2_captured,unk2_UL,unk2_LL,unk2_UR,unk2_LR,unk2_gfe,m_band,m_original_band,m_captured,m_UL,m_LL,m_UR,m_LR,m_gfe,f_band,f_original_band,f_captured,f_UL,f_LL,f_UR,f_LR,f_gfe,number_banded_birds,max_egg_number,number_egg_find,float_age,float_date,date_found,date_found_julian,age_found,last_day_alive,last_day_checked,last_day_alive_julian,last_day_check_julian,initiation_date,initiation_date_corrected,initiation_date_corrected_julian,incubation_date,incubation_date_corrected,est_hatch_date,hatch_date,Number_days_btwn_last_check_and_date_found_hatched,day_used_for_hatch_date_or_last_date_checked,age_method,age_method_corrected,stage_find,fate,fail_cause,fate_evidence,uncertain_of_fate,number_days_from_est_hatch,number_eggs_hatched,number_chick_band,number_eggs_observer,number_eggs_lost,number_eggs_predated,number_eggs_abandoned,number_eggs_failed_to_hatch,number_eggs_unknown,number_eggs_with_embryo,number_eggs_stable_isotope,number_eggs_bacteria,replacement_clutch,manipulation,manipulation_comments,tiny_tag_number,dom_land,dom_veg,conceal,aspect,old_nest_number,nest_reuse_corrected,use_nest_reuse_id,tag_number,nest_book_comments,problem
10.05,2008,barr,pesa107,08pesa107,brw8,pesa,phsu,a10,NA,71.24963,NA,-156.57252,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144172,230144172,y,-,"o,r,lb",m,"gf,y",NA,1,4,2,NA,NA,12-Jun-08,164,1,5-Jul-08,5-Jul-08,187,187,11-Jun-08,11-Jun-08,163,14-Jun-08,14-Jun-08,6-Jul-08,5-Jul-08,2,day found,lay,lay,lay,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,non-patterned,u2,NA,NA,NA,NA,NA,NA,NA,NA
10.06,2008,barr,reph209,08reph209,brw8,reph,dpavlik,j5,NA,71.24597,NA,-156.58002,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143293,230143293,y,-,"dg,lb,r",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,13-Jun-08,13-Jun-08,165,3,3-Jul-08,3-Jul-08,185,185,6-Jun-08,10-Jun-08,162,9-Jun-08,13-Jun-08,29-Jun-08,3-Jul-08,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,lcp<0.5,u4,NA,NA,NA,NA,NA,NA,NA,NA
10.07,2008,barr,sesa210,08sesa210,brw8,sesa,dpavlik,d6,NA,71.24844,NA,-156.57811,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225118952,225118952,n,-,"gf,y",m,"r,o,lb",NA,225189573,225189573,y,-,"o,r,o",m,"gf,y",NA,2,4,4,4,13-Jun-08,13-Jun-08,165,6,30-Jun-08,30-Jun-08,182,182,6-Jun-08,7-Jun-08,159,9-Jun-08,10-Jun-08,29-Jun-08,30-Jun-08,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp>0.5,u2,NA,NA,NA,NA,NA,NA,"assumed 4 chicks hatched, chicks not banded and not checked on next hatching day (1 july)",NA
10.08,2008,barr,pesa211,08pesa211,brw8,pesa,dpavlik,h10,NA,71.24669,NA,-156.57368,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143746,230143746,y,-,"o,dg,o",m,"gf,y",NA,1,4,3,NA,NA,13-Jun-08,165,2,5-Jul-08,5-Jul-08,187,187,11-Jun-08,11-Jun-08,163,14-Jun-08,14-Jun-08,6-Jul-08,5-Jul-08,2,day found,lay,lay,lay,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,lcp<0.5,u4,NA,NA,NA,NA,NA,NA,NA,NA
10.09,2008,barr,sesa053,08sesa053,brw8,sesa,jcoffey,l12,NA,71.24465,NA,-156.57036,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225189035,225189035,y,-,"r,o,lb",m,"gf,y",NA,228156127,228156127,y,-,"y,r,o",m,"gf,y",NA,2,4,4,1,13-Jun-08,13-Jun-08,165,7,29-Jun-08,29-Jun-08,181,181,9-Jun-08,6-Jun-08,158,12-Jun-08,9-Jun-08,2-Jul-08,29-Jun-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,NA
10.1,2008,barr,reph305,08reph305,brw8,reph,ganx,f11,NA,71.24752,NA,-156.57156,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143290,230143290,y,-,"dg,lb,dg",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,14-Jun-08,14-Jun-08,166,3,5-Jul-08,5-Jul-08,187,187,7-Jun-08,11-Jun-08,163,10-Jun-08,14-Jun-08,30-Jun-08,5-Jul-08,2,day found,float,hatch/find,inc,hatch,NA,chicks,n,NA,2,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,NA,NA
10.12,2008,barr,reph808,08reph808,brw8,reph,jaldabe,i10,NA,71.24623,NA,-156.57347,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143277,230143277,y,-,"dg,lb,o",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,6,14-Jun-08,14-Jun-08,166,7,30-Jun-08,30-Jun-08,182,182,5-Jun-08,7-Jun-08,159,8-Jun-08,10-Jun-08,28-Jun-08,30-Jun-08,2,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,mixed hcp/lcp,u2,NA,NA,NA,NA,NA,NA,NA,NA
10.13,2008,barr,reph809,08reph809,brw8,reph,jaldabe,j9,NA,71.24583,NA,-156.57471,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143291,230143291,y,-,"dg,lb,y",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,14-Jun-08,14-Jun-08,166,5,30-Jun-08,NA,182,NA,9-Jun-08,9-Jun-08,161,12-Jun-08,12-Jun-08,2-Jul-08,NA,NA,censor,float,float,inc,censor,unknown,"blood, egg bits, egg fragments",y,1,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,lcp>0.5,u8,NA,NA,NA,NA,NA,NA,"close to hatch date both fragments, attached membranes with blood and bits found in nest.  Does not have enough lines of evidence for hatch or predation? ","Most likely predated as had blood fragments with blood, but also had egg bits and within 1-2 days fo hatching."
10.14,2008,barr,lbdo810,08lbdo810,brw8,lbdo,jaldabe,d9,NA,71.24869,NA,-156.57436,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,14-Jun-08,14-Jun-08,166,4,18-Jun-08,22-Jun-08,170,174,10-Jun-08,10-Jun-08,162,13-Jun-08,13-Jun-08,4-Jul-08,NA,NA,NA,float,float,inc,failed,predation/abandonment,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,2,2,0,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,"1 egg gone, and 1 egg with contents eaten, other 2 eggs abandoned",NA
10.15,2008,barr,reph811,08reph811,brw8,reph,jaldabe,d9,NA,71.24868,NA,-156.57444,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144169,230144169,y,-,"y,dg,lb",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,14-Jun-08,14-Jun-08,166,4,3-Jul-08,3-Jul-08,185,185,9-Jun-08,10-Jun-08,162,12-Jun-08,13-Jun-08,2-Jul-08,3-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,u4,NA,NA,NA,NA,NA,NA,NA,NA
10.16,2008,barr,sesa812,08sesa812,brw8,sesa,jaldabe,b8,NA,71.24948,NA,-156.576,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225189034,225189034,y,-,"r,o,r",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,8,14-Jun-08,14-Jun-08,166,9,28-Jun-08,28-Jun-08,180,180,3-Jun-08,5-Jun-08,157,6-Jun-08,8-Jun-08,26-Jun-08,28-Jun-08,1,day found,float,hatch,inc,hatch,NA,"egg bits, adult broody, pipped day prior",n,NA,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,"nest not found between 14 and 23 June but still active, hatched on morning 28 jun, chicks not located but adults alarm calling",NA
10.17,2008,barr,reph813,08reph813,brw8,reph,jaldabe,c8,NA,71.24894,NA,-156.57605,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144175,230144175,y,-,"dg,o,r",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,14-Jun-08,14-Jun-08,166,4,3-Jul-08,3-Jul-08,185,185,7-Jun-08,10-Jun-08,162,10-Jun-08,13-Jun-08,30-Jun-08,3-Jul-08,2,day prior,float,hatch,inc,hatch,NA,egg caps,n,NA,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,"presumed hatch, no chicks seen, shell caps found",NA
10.19,2008,barr,dunl114,08dunl114,brw8,dunl,phsu,j4,NA,71.24588,NA,-156.58125,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162116419,162116419,n,-,"y,gf",m,"o,y,r",NA,223135855,223135855,y,-,"gf,y",m,"y,dg,r",NA,2,4,4,5,16-Jun-08,16-Jun-08,168,8,1-Jul-08,2-Jul-08,183,184,8-Jun-08,8-Jun-08,160,11-Jun-08,11-Jun-08,2-Jul-08,NA,NA,NA,float,float,inc,failed,predation,jaegers seen eating eggs after checked it,n,NA,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,lcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,Human caused?
10.2,2008,barr,pesa218,08pesa218,brw8,pesa,dpavlik,c7,NA,71.24876,NA,-156.57703,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144176,230144176,y,-,"o,r,dg",m,"gf,y",NA,1,4,4,3,17-Jun-08,17-Jun-08,169,5,7-Jul-08,7-Jul-08,189,189,11-Jun-08,12-Jun-08,164,14-Jun-08,15-Jun-08,6-Jul-08,7-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,NA
10.21,2008,barr,lbdo219,08lbdo219,brw8,lbdo,dpavlik,d2,NA,71.24863,NA,-156.58423,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123230973,123230973,y,"y,lb",-,"gf,y",m,NA,123233077,123233077,y,"lb,y",-,"gf,y",m,NA,2,4,4,8,17-Jun-08,17-Jun-08,169,10,1-Jul-08,1-Jul-08,183,183,6-Jun-08,7-Jun-08,159,9-Jun-08,10-Jun-08,30-Jun-08,1-Jul-08,2,day prior,float,hatch,inc,hatch,NA,"egg bits, adult broody, highly starred 2 days prior",n,NA,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,m5,NA,NA,NA,NA,NA,NA,NA,NA
10.22,2008,barr,pesa320,08pesa320,brw8,pesa,ganx,c4,NA,71.24893,NA,-156.58127,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144170,230144170,y,-,"o,r,o",m,"gf,y",NA,1,4,4,5,18-Jun-08,18-Jun-08,170,8,22-Jun-08,26-Jun-08,174,178,10-Jun-08,10-Jun-08,162,13-Jun-08,13-Jun-08,5-Jul-08,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,NA
10.23,2008,barr,reph223,08reph223,brw8,reph,ganx,e2,NA,71.24856,NA,-156.58365,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144174,230144174,y,-,"y,dg,y",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,7,18-Jun-08,18-Jun-08,170,10,23-Jun-08,26-Jun-08,175,178,8-Jun-08,8-Jun-08,160,11-Jun-08,11-Jun-08,1-Jul-08,NA,NA,NA,float,float,inc,failed,predation/abandonment,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,3,1,0,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,"too early, egg infertile, all yolk",NA
10.24,2008,barr,dunl222,08dunl222,brw8,dunl,ganx,f11,NA,71.24778,NA,-156.58616,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144171,230144171,y,m,"y,o,y",-,"gf,y",NA,1,4,4,11,18-Jun-08,17-Jun-08,169,9,2-Jul-08,2-Jul-08,184,184,4-Jun-08,8-Jun-08,160,7-Jun-08,11-Jun-08,28-Jun-08,2-Jul-08,2,day prior,float,hatch,inc,hatch,NA,"egg bits, adult broody",n,NA,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u2,NA,NA,NA,NA,NA,NA,"presumed hatch, no chicks seen",NA
10.25,2008,barr,sesa118,08sesa118,brw8,sesa,phsu,c11,NA,71.24882,NA,-156.57164,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225119018,225119018,n,-,"gf,y",m,"y,o,lb",NA,225189039,225189039,y,-,"r,lb,o",m,"gf,y",NA,2,4,4,11,19-Jun-08,19-Jun-08,171,14,28-Jun-08,28-Jun-08,180,180,5-Jun-08,5-Jun-08,157,8-Jun-08,8-Jun-08,28-Jun-08,28-Jun-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,NA
10.26,2008,barr,pesa119,08pesa119,brw8,pesa,phsu,c10,NA,71.24899,NA,-156.57274,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230144173,230144173,y,-,"o,r,y",m,"gf,y",NA,1,4,4,6,19-Jun-08,19-Jun-08,171,10,4-Jul-08,4-Jul-08,186,186,10-Jun-08,9-Jun-08,161,13-Jun-08,12-Jun-08,5-Jul-08,4-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,NA
10.27,2008,barr,reph120,08reph120,brw8,reph,phsu,e6,NA,71.24809,NA,-156.57823,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,23-Jun-08,19-Jun-08,171,2,23-Jun-08,29-Jun-08,175,181,17-Jun-08,17-Jun-08,169,19-Jun-08,19-Jun-08,9-Jul-08,NA,NA,NA,float/find,float/find,inc,failed,predation/abandonment,"1 egg out of nest with hole in it, 2 eggs in nest but cold",n,NA,0,0,0,0,1,2,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,m4,NA,NA,NA,NA,NA,NA,NA,NA
10.29,2008,barr,reph816,08reph816,brw8,reph,jaldabe,g10,NA,71.24726,NA,-156.57294,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143327,230143327,n,-,"gf,y",m,"o,dg,r",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,20-Jun-08,20-Jun-08,172,7,6-Jul-08,6-Jul-08,188,188,14-Jun-08,13-Jun-08,165,17-Jun-08,16-Jun-08,7-Jul-08,6-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,lcp<0.5,u3,NA,NA,NA,NA,NA,NA,1 egg cold,NA
10.3,2008,barr,rnph817,08rnph817,brw8,rnph,jaldabe,h11,NA,71.24674,NA,-156.5725,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,20-Jun-08,20-Jun-08,172,5,8-Jul-08,8-Jul-08,190,190,17-Jun-08,15-Jun-08,167,20-Jun-08,18-Jun-08,10-Jul-08,8-Jul-08,2,day prior,float,hatch,inc,hatch,NA,"egg bits, egg fragments ",y,NA,4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,strangmoor,m1,NA,NA,NA,NA,NA,NA,"presumed hatch, no chicks seen, 2 days between hatch checks",egg bits and fragments found but no chicks or adults
10.31,2008,barr,reph233,08reph233,brw8,reph,dpavlik,e6,NA,71.2482,NA,-156.57866,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143283,230143283,y,-,"dg,y,r",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,20-Jun-08,20-Jun-08,172,7,6-Jul-08,6-Jul-08,188,188,14-Jun-08,13-Jun-08,165,17-Jun-08,16-Jun-08,7-Jul-08,6-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,NA,NA
10.32,2008,barr,sesa234,08sesa234,brw8,sesa,dpavlik,e3,71.24749,71.24744,-156.58313,-156.58313,Typo,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225118954,225118954,y,-,"gf,y",m,"r,y,r",NA,225189037,225189037,y,-,"r,o,dg",m,"gf,y",NA,2,4,4,10,20-Jun-08,20-Jun-08,172,14,29-Jun-08,29-Jun-08,181,181,7-Jun-08,6-Jun-08,158,10-Jun-08,9-Jun-08,30-Jun-08,29-Jun-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,3,3,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,mixed hcp/lcp,m2,NA,NA,NA,NA,NA,NA,"1 dead egg with embroyo partially developed, not collected",NA
10.34,2008,barr,pesa011,08pesa011,brw8,pesa,rlanctot,b11,NA,71.24938,NA,-156.57219,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230145110,230145110,y,-,"lb,r,y",m,"gf,y",NA,1,4,4,1,22-Jun-08,22-Jun-08,174,3,14-Jul-08,14-Jul-08,196,196,18-Jun-08,19-Jun-08,171,21-Jun-08,22-Jun-08,13-Jul-08,14-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,non-patterned,u3,NA,NA,NA,NA,NA,NA,NA,NA
11.01,2008,barr,sesa327,08sesa327,brw8,sesa,ganx,h1,NA,71.24664,NA,-156.58549,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225189033,225189033,y,-,"o,dg,y",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,11,22-Jun-08,22-Jun-08,174,14,28-Jun-08,NA,180,NA,8-Jun-08,8-Jun-08,160,11-Jun-08,11-Jun-08,1-Jul-08,NA,NA,censor,float,float,inc,censor,unknown,eggs gone,y,1,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,"no adults alarm calling, jaegers nearby, flat nest bowl and close to hatch date, conflicting evidence for fate",No evidence of failure except eggs gone and adults not alarming.  Jaefers nearby.  Could have hatched or failed.
11.02,2008,barr,dunl328,08dunl328,brw8,dunl,ganx,h1,NA,71.24646,NA,-156.58552,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143023,230143023,y,-,"dg,lb,r",m,"gf,y",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,11,23-Jun-08,22-Jun-08,174,15,1-Jul-08,1-Jul-08,183,183,9-Jun-08,7-Jun-08,159,12-Jun-08,10-Jun-08,3-Jul-08,1-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,2,2,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,lcp<0.5,u8,NA,NA,NA,NA,NA,NA,"2 eggs stuck together, split apart and 1 egg broke membrane, other egg float weird, maybe only 2 good eggs",NA
11.03,2008,barr,lbdo329,08lbdo329,brw8,lbdo,ganx,l11,NA,71.24485,NA,-156.57217,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123233073,123233073,y,"gf,y",-,"r,lb",m,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,14,22-Jun-08,22-Jun-08,174,12,4-Jul-08,4-Jul-08,186,186,5-Jun-08,10-Jun-08,162,8-Jun-08,13-Jun-08,29-Jun-08,4-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,u4,NA,NA,NA,NA,NA,NA,NA,NA
11.04,2008,barr,dunl136,08dunl136,brw8,dunl,phsu,e11,NA,71.2478,NA,-156.5715,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230143042,230143042,y,-,"dg,y,dg",m,"gf,y",NA,221113742,221113742,n,-,"dg,y,lb",m,"gf,y",NA,2,4,4,11,23-Jun-08,23-Jun-08,175,15,2-Jul-08,2-Jul-08,184,184,9-Jun-08,8-Jun-08,160,12-Jun-08,11-Jun-08,3-Jul-08,2-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,u3,NA,NA,NA,NA,NA,NA,"assume 4 chicks hatched, 2 banded and eggs starred",NA
11.05,2008,barr,wesa012,08wesa012,brw8,wesa,rlanctot,i10,NA,71.24611,NA,-156.57381,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228156218,228156218,y,-,"gf,y",m,"o,dg,o",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,0,23-Jun-08,23-Jun-08,175,5,11-Jul-08,11-Jul-08,193,193,21-Jun-08,18-Jun-08,170,23-Jun-08,20-Jun-08,14-Jul-08,11-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,2,2,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,lcp<0.5,u4,NA,NA,NA,NA,NA,NA,"1 egg cracked during measurement but likely hatched, it was not in the nest cup at final nest check",NA
11.06,2008,barr,reph013,08reph013,brw8,reph,rlanctot,g2,NA,71.2473,NA,-156.58419,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,2,23-Jun-08,23-Jun-08,175,5,23-Jun-08,29-Jun-08,175,181,18-Jun-08,18-Jun-08,170,21-Jun-08,21-Jun-08,11-Jul-08,NA,NA,NA,float,float,inc,failed,predation,eggs gone prior to 4 days from estimated hatch date,n,NA,0,0,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,mixed hcp/lcp,m2,NA,NA,NA,NA,NA,NA,too early to hatch,NA
11.07,2008,barr,sesa014,08sesa014,brw8,sesa,rlanctot,a7,NA,71.24968,NA,-156.57665,NA,y,bander,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224122780,224122780,y,"dg,lb,o",-,m,"gf,y",NA,228156216,228156216,y,-,"o,lb,y",m,"gf,y",NA,2,4,4,10,23-Jun-08,23-Jun-08,175,13,2-Jul-08,NA,184,NA,10-Jun-08,10-Jun-08,162,13-Jun-08,13-Jun-08,3-Jul-08,NA,NA,censor,float,float,inc,censor,unknown,eggs gone,y,1,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,hcp>0.5,u3,NA,NA,NA,NA,NA,NA,"too close to hatch date, no evidence of predation or hatch",No evidence of failure or hatching.  3 days between nest checks
11.08,2008,barr,pesa241,08pesa241,brw8,pesa,dpavlik,d8,NA,71.24836,NA,-156.57652,NA,y,single,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221113463,221113463,y,-,"lb,r,lb",m,"gf,y",NA,1,4,4,5,24-Jun-08,24-Jun-08,176,8,11-Jul-08,11-Jul-08,193,193,16-Jun-08,16-Jun-08,168,19-Jun-08,19-Jun-08,11-Jul-08,11-Jul-08,1,day found,float,hatch,inc,hatch,NA,chicks,n,NA,4,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hcp<0.5,u3,NA,NA,NA,NA,NA,NA,NA,NA
